sample_name,life_stage_age,simple_biosample_summary,target,input
Med_ENCSR476LOS_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Med-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Med,Med,input_ENCSR840ESX_rep1
Mes4_ENCSR517HVR_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain Mes4-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mes4,Mes4,input_ENCSR636YHR_rep1
Mes4_ENCSR517HVR_rep4,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain Mes4-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mes4,Mes4,input_ENCSR636YHR_rep1
NfI_ENCSR085FSS_rep2,embryonic 12-24 hours,mixed sex embryo (12-24 hours) strain NfI-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster NfI,NfI,input_ENCSR065VFN_rep1
NfI_ENCSR085FSS_rep3,embryonic 12-24 hours,mixed sex embryo (12-24 hours) strain NfI-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster NfI,NfI,input_ENCSR065VFN_rep1
NfI_ENCSR085FSS_rep4,embryonic 12-24 hours,mixed sex embryo (12-24 hours) strain NfI-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster NfI,NfI,input_ENCSR065VFN_rep1
Rel_ENCSR291KUB_rep2,NA,mixed sex wandering third instar larva strain Rel-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Rel,Rel,input_ENCSR130XZA_rep1
Rel_ENCSR291KUB_rep3,NA,mixed sex wandering third instar larva strain Rel-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Rel,Rel,input_ENCSR130XZA_rep1
Snoo_ENCSR613JPW_rep3,NA,mixed sex pupa strain snoo-MiMIC genetically modified (insertion) using site-specific recombination targeting D. melanogaster Snoo,Snoo,input_ENCSR489LXY_rep1
Snoo_ENCSR613JPW_rep5,NA,mixed sex pupa strain snoo-MiMIC genetically modified (insertion) using site-specific recombination targeting D. melanogaster Snoo,Snoo,input_ENCSR489LXY_rep1
Snoo_ENCSR613JPW_rep6,NA,mixed sex pupa strain snoo-MiMIC genetically modified (insertion) using site-specific recombination targeting D. melanogaster Snoo,Snoo,input_ENCSR489LXY_rep1
Sox102F_ENCSR281ORM_rep2,embryonic 12-14 hours,embryo (12-14 hours) strain Sox102F-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sox102F,Sox102F,input_ENCSR707UNX_rep1
Sox102F_ENCSR281ORM_rep3,embryonic 12-14 hours,embryo (12-14 hours) strain Sox102F-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sox102F,Sox102F,input_ENCSR707UNX_rep1
Sry-beta_ENCSR917WWZ_rep2,embryonic 0-12 hours,mixed sex embryo (0-12 hours) strain Sry-beta-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sry-beta,Sry-β,input_ENCSR916PCV_rep1
Sry-beta_ENCSR917WWZ_rep4,embryonic 0-12 hours,mixed sex embryo (0-12 hours) strain Sry-beta-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sry-beta,Sry-β,input_ENCSR916PCV_rep1
Sry-delta_ENCSR648DJA_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Sry-delta-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sry-delta,Sry-δ,input_ENCSR974LPR_rep1
Sry-delta_ENCSR648DJA_rep4,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Sry-delta-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sry-delta,Sry-δ,input_ENCSR974LPR_rep1
Su.var.2-10_ENCSR637GDK_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Suvar2-10-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Su(var)2-10,Su(var)2-10,input_ENCSR757RQP_rep1
Su.var.2-10_ENCSR637GDK_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Suvar2-10-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Su(var)2-10,Su(var)2-10,input_ENCSR757RQP_rep1
Su.var.2-HP2_ENCSR867RUX_rep4,embryonic 0-10 hours,embryo (0-10 hours) strain Su(var)2-HP2 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Su(var)2-HP2,Su(var)2-HP2,input_ENCSR471YLT_rep1
Su.var.2-HP2_ENCSR867RUX_rep6,embryonic 0-10 hours,embryo (0-10 hours) strain Su(var)2-HP2 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Su(var)2-HP2,Su(var)2-HP2,input_ENCSR471YLT_rep1
TFAM_ENCSR869ZGG_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain TFAM-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster TFAM,TFAM,input_ENCSR129EXW_rep1
TFAM_ENCSR869ZGG_rep4,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain TFAM-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster TFAM,TFAM,input_ENCSR129EXW_rep1
Usf_ENCSR032DLA_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain Usf-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Usf,Usf,input_ENCSR481GXM_rep1
Usf_ENCSR032DLA_rep4,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain Usf-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Usf,Usf,input_ENCSR481GXM_rep1
Vsx1_ENCSR564UWC_rep2,embryonic 0-18 hours,mixed sex embryo (0-18 hours) strain Vsx1-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Vsx1,Vsx1,input_ENCSR655VMI_rep1
Vsx1_ENCSR564UWC_rep3,embryonic 0-18 hours,mixed sex embryo (0-18 hours) strain Vsx1-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Vsx1,Vsx1,input_ENCSR655VMI_rep1
ash1_ENCSR342YUI_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Ash1-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ash1,ash1,input_ENCSR010TXY_rep1
ash1_ENCSR342YUI_rep4,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Ash1-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ash1,ash1,input_ENCSR010TXY_rep1
bab2_ENCSR769SFV_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain bab2-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster bab2,bab2,input_ENCSR537BJC_rep1
bab2_ENCSR769SFV_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain bab2-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster bab2,bab2,input_ENCSR537BJC_rep1
bigmax_ENCSR224YOT_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain bigmax-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster bigmax,bigmax,input_ENCSR797ZUO_rep1
bigmax_ENCSR224YOT_rep4,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain bigmax-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster bigmax,bigmax,input_ENCSR797ZUO_rep1
br_ENCSR295GRP_rep2,NA,mixed sex wandering third instar larva strain br-re-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster br,br,input_ENCSR641HBT_rep1
br_ENCSR295GRP_rep3,NA,mixed sex wandering third instar larva strain br-re-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster br,br,input_ENCSR641HBT_rep1
br_ENCSR295GRP_rep4,NA,mixed sex wandering third instar larva strain br-re-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster br,br,input_ENCSR641HBT_rep1
brk_ENCSR200GOV_rep3,NA,mixed sex wandering third instar larva strain brk-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster brk,brk,input_ENCSR212KSR_rep1
brk_ENCSR200GOV_rep4,NA,mixed sex wandering third instar larva strain brk-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster brk,brk,input_ENCSR212KSR_rep1
btn_ENCSR805JGA_rep2,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain btn-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster btn,btn,input_ENCSR247VJD_rep1
btn_ENCSR805JGA_rep3,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain btn-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster btn,btn,input_ENCSR247VJD_rep1
da_ENCSR416MJQ_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain da-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster da,da,input_ENCSR515BLI_rep1
da_ENCSR416MJQ_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain da-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster da,da,input_ENCSR515BLI_rep1
disco-r_ENCSR532YPP_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain disco-r-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster disco-r,disco-r,input_ENCSR344HOX_rep1
disco-r_ENCSR532YPP_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain disco-r-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster disco-r,disco-r,input_ENCSR344HOX_rep1
dmrt99B_ENCSR948EEN_rep3,embryonic 6-16 hours,mixed sex embryo (6-16 hours) attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dmrt99B,dmrt99B,input_ENCSR214WCZ_rep1
dmrt99B_ENCSR948EEN_rep4,embryonic 6-16 hours,mixed sex embryo (6-16 hours) attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dmrt99B,dmrt99B,input_ENCSR214WCZ_rep1
dsf_ENCSR229DNL_rep3,NA,mixed sex wandering third instar larva strain dsf-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dsf,dsf,input_ENCSR255TJG_rep1
dsf_ENCSR229DNL_rep4,NA,mixed sex wandering third instar larva strain dsf-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dsf,dsf,input_ENCSR255TJG_rep1
fd59A_ENCSR870BBY_rep2,prepupa 24 days,mixed sex prepupa (24 days) strain fd59A-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fd59A,fd59A,input_ENCSR105HNS_rep1
fd59A_ENCSR870BBY_rep3,prepupa 24 days,mixed sex prepupa (24 days) strain fd59A-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fd59A,fd59A,input_ENCSR105HNS_rep1
fd96Cb_ENCSR796DJB_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain fd96Cb attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fd96Cb,fd96Cb,input_ENCSR527STB_rep1
fd96Cb_ENCSR796DJB_rep3,embryonic 0-24 hours,embryo (0-24 hours) strain fd96Cb attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fd96Cb,fd96Cb,input_ENCSR527STB_rep1
foxo_ENCSR548EHZ_rep5,NA,mixed sex wandering third instar larva strain foxo-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster foxo,foxo,input_ENCSR184FJG_rep1
foxo_ENCSR548EHZ_rep6,NA,mixed sex wandering third instar larva strain foxo-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster foxo,foxo,input_ENCSR184FJG_rep1
fu2_ENCSR359ZMS_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain fu2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster prg,fu2,input_ENCSR835UJD_rep1
fu2_ENCSR359ZMS_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain fu2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster prg,fu2,input_ENCSR835UJD_rep1
gcm2_ENCSR407MOM_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain gcm2-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster gcm2,gcm2,input_ENCSR684NLC_rep1
gcm2_ENCSR407MOM_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain gcm2-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster gcm2,gcm2,input_ENCSR684NLC_rep1
jing_ENCSR749USJ_rep2,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain jing-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster jing,jing,input_ENCSR702TBJ_rep1
jing_ENCSR749USJ_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain jing-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster jing,jing,input_ENCSR702TBJ_rep1
kay_ENCSR172KOI_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain kay-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster kay,kay,input_ENCSR685RPG_rep1
kay_ENCSR172KOI_rep4,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain kay-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster kay,kay,input_ENCSR685RPG_rep1
maf-S_ENCSR636TIL_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain maf-S-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster maf-S,maf-S,input_ENCSR843KFW_rep1
maf-S_ENCSR636TIL_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain maf-S-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster maf-S,maf-S,input_ENCSR843KFW_rep1
mod.mdg4._ENCSR861XSB_rep3,NA,mixed sex wandering third instar larva strain mod(mdg4)-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster mod(mdg4),mod(mdg4),input_ENCSR992ICQ_rep1
mod.mdg4._ENCSR861XSB_rep4,NA,mixed sex wandering third instar larva strain mod(mdg4)-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster mod(mdg4),mod(mdg4),input_ENCSR992ICQ_rep1
nmo_ENCSR125NWX_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain nmo-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster nmo,nmo,input_ENCSR072UGA_rep1
nmo_ENCSR125NWX_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain nmo-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster nmo,nmo,input_ENCSR072UGA_rep1
nom_ENCSR295UVI_rep2,embryonic 0-10 hours,mixed sex embryo (0-10 hours) strain CG8145-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster nom,nom,input_ENCSR735CQR_rep1
nom_ENCSR295UVI_rep3,embryonic 0-10 hours,mixed sex embryo (0-10 hours) strain CG8145-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster nom,nom,input_ENCSR735CQR_rep1
oc_ENCSR266HYG_rep2,embryonic 2-14 hours,embryo (2-14 hours) strain oc VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster oc,oc,input_ENCSR604YZN_rep1
oc_ENCSR266HYG_rep3,embryonic 2-14 hours,embryo (2-14 hours) strain oc VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster oc,oc,input_ENCSR604YZN_rep1
p53_ENCSR808XNJ_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain p53-MiMIC-GFP MI01307 genetically modified (insertion) using site-specific recombination targeting D. melanogaster p53,p53,input_ENCSR611YZN_rep1
p53_ENCSR808XNJ_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain p53-MiMIC-GFP MI01307 genetically modified (insertion) using site-specific recombination targeting D. melanogaster p53,p53,input_ENCSR611YZN_rep1
pho_ENCSR681YMA_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain pho-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pho,pho,input_ENCSR820IUK_rep1
pho_ENCSR681YMA_rep4,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain pho-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pho,pho,input_ENCSR820IUK_rep1
psq_ENCSR445WCZ_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain psq-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster psq,psq,input_ENCSR272JEI_rep1
psq_ENCSR445WCZ_rep4,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain psq-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster psq,psq,input_ENCSR272JEI_rep1
pum_ENCSR105OGL_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Pum-MiMIC-GFP MI04825 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pum,pum,input_ENCSR441OGV_rep1
