Experiment accession,sample_name,subsample_name,accession,LIBRARY_LAYOUT,input,life_stage_age,perturbed,protein_tags,simple_biosample_summary,File accession,Controlled by,Biological replicate(s),Technical replicate(s),target,Control.experiment
ENCSR386YWV,input_ENCSR386YWV_rep1,1,https://encode-public.s3.amazonaws.com/2022/05/26/01a12351-e176-4a12-abf3-bf6ff865740c/ENCFF165LIB.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain CG5953-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG5953,ENCFF165LIB,NA,1,1_1,NA,NA
ENCSR388HZU,input_ENCSR388HZU_rep1,1,https://encode-public.s3.amazonaws.com/2017/09/11/510677d9-5c70-465e-9d56-bd1fbbf7be5b/ENCFF237SIT.fastq.gz,SINGLE,NA,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) strain CG5180-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG5180,ENCFF237SIT,NA,1,1_1,NA,NA
ENCSR388MKI,input_ENCSR388MKI_rep1,1,https://encode-public.s3.amazonaws.com/2021/02/25/10d408f9-80d5-469f-b754-0b7afc8a7aad/ENCFF942ELH.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain C15-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster C15,ENCFF942ELH,NA,1,1_1,NA,NA
ENCSR389XSM,input_ENCSR389XSM_rep1,1,https://encode-public.s3.amazonaws.com/2021/02/12/49a5ee51-d88d-4d75-a781-a691248a9624/ENCFF946SRF.fastq.gz,SINGLE,NA,prepupa 1 day,FALSE,eGFP,prepupa (1 day) strain Gug-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Gug,ENCFF946SRF,NA,1,1_1,NA,NA
ENCSR390EKV,input_ENCSR390EKV_rep1,1,https://encode-public.s3.amazonaws.com/2022/04/04/6f627a5f-bcbd-4128-825d-ff93d38b60f2/ENCFF887FGZ.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain MBD-R2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster MBD-R2,ENCFF887FGZ,NA,1,1_1,NA,NA
ENCSR392OLY,input_ENCSR392OLY_rep1,1,https://encode-public.s3.amazonaws.com/2018/09/18/eab0f42f-401b-4729-9d93-8f282a5696ad/ENCFF267RPM.fastq.gz,SINGLE,NA,embryonic 8-18 hours,FALSE,eGFP,embryo (8-18 hours) strain fd3F-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fd3F,ENCFF267RPM,NA,1,1_1,NA,NA
ENCSR394EAL,input_ENCSR394EAL_rep1,1,https://encode-public.s3.amazonaws.com/2018/12/07/8615f0da-9235-42e3-8ea8-acdc38a7627e/ENCFF031FKB.fastq.gz,SINGLE,NA,pupa 24 hours,FALSE,eGFP,mixed sex pupa (24 hours) VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG15710,ENCFF031FKB,NA,1,1_1,NA,NA
ENCSR396VOB,input_ENCSR396VOB_rep1,1,https://encode-public.s3.amazonaws.com/2017/06/16/875998da-85be-4eca-aada-fd0d5350a8a9/ENCFF382CUZ.fastq.gz,SINGLE,NA,embryonic 0-12 hours,FALSE,,embryo (0-12 hours) strain yellow cinnabar brown speck,ENCFF382CUZ,NA,1,1_1,NA,NA
ENCSR398FFO,input_ENCSR398FFO_rep1,1,https://encode-public.s3.amazonaws.com/2017/06/16/aa1e425c-b75c-4f14-b8d6-f202a3229785/ENCFF722FYZ.fastq.gz,SINGLE,NA,embryonic 16-24 hours,FALSE,,embryo (16-24 hours) strain yellow cinnabar brown speck,ENCFF722FYZ,NA,1,1_1,NA,NA
ENCSR398PIP,input_ENCSR398PIP_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/23/53e63133-af45-453b-b4fa-a82f5136e3b8/ENCFF597KYO.fastq.gz,SINGLE,NA,NA,FALSE,eGFP,mixed sex prepupa strain Sox14-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sox14  at white prepupa stage,ENCFF597KYO,NA,1,1_1,NA,NA
ENCSR400MGD,input_ENCSR400MGD_rep1,1,https://encode-public.s3.amazonaws.com/2022/01/04/ef2315b5-ad05-4cfa-9188-80a1abdc7b1e/ENCFF098LKV.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain tgo-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster tgo,ENCFF098LKV,NA,1,1_1,NA,NA
ENCSR402HVI,input_ENCSR402HVI_rep1,1,https://encode-public.s3.amazonaws.com/2016/12/20/c5e36c23-0188-4a20-b51e-6121c80882e5/ENCFF948PID.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG18011-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG18011,ENCFF948PID,NA,1,1_1,NA,NA
ENCSR402MJH,input_ENCSR402MJH_rep1,1,https://encode-public.s3.amazonaws.com/2016/08/24/9c89473a-e8b5-46ef-9de9-2e1d08a13194/ENCFF878ZRN.fastq.gz,SINGLE,NA,embryonic 0-8 hours,FALSE,eGFP,embryo (0-8 hours) strain 13T-exd-GFP VK00033 stably expressing C-terminal eGFP-tagged exd,ENCFF878ZRN,NA,1,1_1,NA,NA
ENCSR402MJH,input_ENCSR402MJH_rep1,2,https://encode-public.s3.amazonaws.com/2016/08/24/f754ddf7-197f-4755-821a-b1220976babf/ENCFF348OXP.fastq.gz,SINGLE,NA,embryonic 0-8 hours,FALSE,eGFP,embryo (0-8 hours) strain 13T-exd-GFP VK00033 stably expressing C-terminal eGFP-tagged exd,ENCFF348OXP,NA,1,1_1,NA,NA
ENCSR402PIT,input_ENCSR402PIT_rep1,1,https://encode-public.s3.amazonaws.com/2018/02/01/cf122fa8-7327-4e9e-b872-0aee8f4f2947/ENCFF014WLX.fastq.gz,SINGLE,NA,embryonic 6-18 hours,FALSE,eGFP,mixed sex embryo (6-18 hours) strain CG13296-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13296,ENCFF014WLX,NA,1,1_1,NA,NA
ENCSR404KWM,input_ENCSR404KWM_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/23/07d3950e-e0fc-4c1f-bfe8-e79d92763e38/ENCFF043EHG.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain mam-MiMIC-GFP MI03814 genetically modified (insertion) using site-specific recombination targeting D. melanogaster mam,ENCFF043EHG,NA,1,1_1,NA,NA
ENCSR409JCT,input_ENCSR409JCT_rep1,1,https://encode-public.s3.amazonaws.com/2022/09/27/7ef1f6f4-34fc-4764-9508-b9a93759e79e/ENCFF404DKD.fastq.gz,SINGLE,NA,embryonic 6-24 hours,FALSE,eGFP,embryo (6-24 hours) strain CG13287-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13287,ENCFF404DKD,NA,1,1_1,NA,NA
ENCSR409JKA,input_ENCSR409JKA_rep1,1,https://encode-public.s3.amazonaws.com/2022/05/26/5ee6d769-b4de-48d7-aa41-067a46f3b061/ENCFF274TNQ.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain bbx-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster bbx,ENCFF274TNQ,NA,1,1_1,NA,NA
ENCSR409KGR,input_ENCSR409KGR_rep1,1,https://encode-public.s3.amazonaws.com/2019/06/17/e3b5a39b-d88f-45b1-9463-e089c5809d06/ENCFF799ULH.fastq.gz,SINGLE,NA,prepupa 24 hours,FALSE,eGFP,mixed sex prepupa (24 hours) strain CG3032 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG3032,ENCFF799ULH,NA,1,1_1,NA,NA
ENCSR411JGG,input_ENCSR411JGG_rep1,1,https://encode-public.s3.amazonaws.com/2017/09/11/3e1f2617-46e2-4eb1-9576-a187ed2a528f/ENCFF068IBX.fastq.gz,SINGLE,NA,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain CG6254-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6254,ENCFF068IBX,NA,1,1_1,NA,NA
ENCSR414SRZ,input_ENCSR414SRZ_rep1,1,https://encode-public.s3.amazonaws.com/2017/06/16/25a32746-8be4-4dd0-a6bd-2d9f9f0eb7c0/ENCFF291REP.fastq.gz,SINGLE,NA,embryonic 0-12 hours,FALSE,,embryo (0-12 hours) strain yellow cinnabar brown speck,ENCFF291REP,NA,1,1_1,NA,NA
ENCSR414VZP,input_ENCSR414VZP_rep1,1,https://encode-public.s3.amazonaws.com/2016/12/20/efcddcf1-532e-467f-8dba-bc90706373f6/ENCFF536XZG.fastq.gz,SINGLE,NA,NA,FALSE,eGFP,female adult strain tj-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster tj,ENCFF536XZG,NA,1,1_1,NA,NA
ENCSR419QKU,input_ENCSR419QKU_rep1,1,https://encode-public.s3.amazonaws.com/2016/08/24/3f0111e4-f33f-40c1-9857-20bbc77a62b6/ENCFF158YJL.fastq.gz,SINGLE,NA,NA,FALSE,eGFP,wandering third instar larva strain Notch-GFP stably expressing C-terminal eGFP-tagged N,ENCFF158YJL,NA,1,1_1,NA,NA
ENCSR420MRU,input_ENCSR420MRU_rep1,1,https://encode-public.s3.amazonaws.com/2022/05/26/91477f23-406c-4488-9565-784bf942a4ad/ENCFF510IEQ.fastq.gz,SINGLE,NA,embryonic 0-18 hours,FALSE,eGFP,embryo (0-18 hours) strain amos-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster amos,ENCFF510IEQ,NA,1,1_1,NA,NA
ENCSR421OFW,input_ENCSR421OFW_rep1,1,https://encode-public.s3.amazonaws.com/2018/09/18/77266163-37b8-4663-834f-94ba57585f66/ENCFF761PKN.fastq.gz,SINGLE,NA,embryonic 0-16 hours,FALSE,eGFP,embryo (0-16 hours) strain run VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster run,ENCFF761PKN,NA,1,1_1,NA,NA
ENCSR423JUZ,input_ENCSR423JUZ_rep1,1,https://encode-public.s3.amazonaws.com/2021/01/08/efa30dd9-b4d4-4fec-8223-c617815cfc7d/ENCFF650GLX.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain CG11093-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster fuss,ENCFF650GLX,NA,1,1_1,NA,NA
ENCSR424LMY,input_ENCSR424LMY_rep1,1,https://encode-public.s3.amazonaws.com/2021/12/02/38c2b3f6-9212-48c4-9087-e25b390a35ed/ENCFF799HCU.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain CG3847-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG3847,ENCFF799HCU,NA,1,1_1,NA,NA
ENCSR426HJS,input_ENCSR426HJS_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/23/6f37e52f-d386-432a-862a-e07f923cbfb2/ENCFF690IDO.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain 9T-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster slp2,ENCFF690IDO,NA,1,1_1,NA,NA
ENCSR430XGH,input_ENCSR430XGH_rep1,1,https://encode-public.s3.amazonaws.com/2021/04/13/b793cf86-7fcb-4204-86f9-c5243c96e390/ENCFF537XBZ.fastq.gz,SINGLE,NA,embryonic 8-24 hours,FALSE,eGFP,embryo (8-24 hours) strain Dbx-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Dbx,ENCFF537XBZ,NA,1,1_1,NA,NA
ENCSR431JLY,input_ENCSR431JLY_rep1,1,https://encode-public.s3.amazonaws.com/2016/12/20/6c5f4e3c-6e70-43fe-bf79-b29a2592b877/ENCFF348TNX.fastq.gz,SINGLE,NA,NA,FALSE,eGFP,mixed sex prepupa strain CG6854-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTPsyn,ENCFF348TNX,NA,1,1_1,NA,NA
ENCSR431TEW,input_ENCSR431TEW_rep1,1,https://encode-public.s3.amazonaws.com/2017/09/11/7d2e6295-1d94-478c-8784-b921b7c062a4/ENCFF328GIO.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG6813-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6813,ENCFF328GIO,NA,1,1_1,NA,NA
ENCSR437TND,input_ENCSR437TND_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/23/3c779c5c-4428-43b0-99e6-41fa2c83ee43/ENCFF647HIU.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain A3-3-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Atf3,ENCFF647HIU,NA,1,1_1,NA,NA
ENCSR438LSW,input_ENCSR438LSW_rep1,1,https://encode-public.s3.amazonaws.com/2021/01/08/59a19247-6f53-4244-83ca-0e54b17262f6/ENCFF479NAG.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain jigr1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster jigr1,ENCFF479NAG,NA,1,1_1,NA,NA
ENCSR438SMK,input_ENCSR438SMK_rep1,1,https://encode-public.s3.amazonaws.com/2021/05/11/a7ae193e-54df-4aa4-91ea-c327bbb9e5ad/ENCFF585CUU.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain Taf1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Taf1,ENCFF585CUU,NA,1,1_1,NA,NA
ENCSR439VUM,input_ENCSR439VUM_rep1,1,https://encode-public.s3.amazonaws.com/2016/04/10/8c8a89bf-77f0-4b7f-88ea-ea7d4ff3665c/ENCFF470KES.fastq.gz,SINGLE,NA,NA,FALSE,eGFP,mixed sex prepupa strain Sox15-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sox15,ENCFF470KES,NA,1,1_1,NA,NA
ENCSR441OGV,input_ENCSR441OGV_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/23/618d12ce-7abf-4829-ac37-b35901aa9085/ENCFF450VSH.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain Pum-MiMIC-GFP MI04825 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pum,ENCFF450VSH,NA,1,1_1,NA,NA
ENCSR443OXH,input_ENCSR443OXH_rep1,1,https://encode-public.s3.amazonaws.com/2022/09/27/3e76c2bf-6bed-4fb1-8003-63399744fbee/ENCFF860ANB.fastq.gz,SINGLE,NA,embryonic 0-8 hours,FALSE,eGFP,embryo (0-8 hours) strain CG16813-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16813,ENCFF860ANB,NA,1,1_1,NA,NA
ENCSR449BWI,input_ENCSR449BWI_rep1,1,https://encode-public.s3.amazonaws.com/2022/09/19/c741a4f9-5e71-4085-8c8f-f93185dd8ba9/ENCFF569PLI.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain CG8478-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8478,ENCFF569PLI,NA,1,1_1,NA,NA
ENCSR449OOC,input_ENCSR449OOC_rep1,1,https://encode-public.s3.amazonaws.com/2022/04/04/05b6d59a-e0d8-4c3b-998b-672b21f4010b/ENCFF987WFH.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain sim-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster sim,ENCFF987WFH,NA,1,1_1,NA,NA
ENCSR449OOC,input_ENCSR449OOC_rep1,2,https://encode-public.s3.amazonaws.com/2022/04/04/5ca42ff4-ac99-470a-969b-a596f2c6cdc1/ENCFF604NGU.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain sim-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster sim,ENCFF604NGU,NA,1,1_1,NA,NA
ENCSR450VEA,input_ENCSR450VEA_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/23/fdb52707-378c-46cd-b358-deefc2ca4391/ENCFF333DRG.fastq.gz,SINGLE,NA,NA,FALSE,eGFP,wandering third instar larva strain dl-large-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dl,ENCFF333DRG,NA,1,1_1,NA,NA
ENCSR459PGV,input_ENCSR459PGV_rep1,1,https://encode-public.s3.amazonaws.com/2015/10/22/c3832522-3474-4893-b809-e85773f4f3a2/ENCFF587NEP.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain Pdp1-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Pdp1,ENCFF587NEP,NA,1,1_1,NA,NA
ENCSR461LST,input_ENCSR461LST_rep1,1,https://encode-public.s3.amazonaws.com/2018/05/29/9f7780b6-093a-477a-9221-72c8c00bbdf9/ENCFF174GFT.fastq.gz,SINGLE,NA,prepupa 24 hours,FALSE,eGFP,mixed sex prepupa (24 hours) strain CG1621 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Coop,ENCFF174GFT,NA,1,1_1,NA,NA
ENCSR461LST,input_ENCSR461LST_rep2,1,https://encode-public.s3.amazonaws.com/2018/05/29/31c75b57-23d4-407c-b4cc-a7420db92bba/ENCFF490ZJJ.fastq.gz,SINGLE,NA,prepupa 24 hours,FALSE,eGFP,mixed sex prepupa (24 hours) strain CG1621 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Coop,ENCFF490ZJJ,NA,2,2_1,NA,NA
ENCSR462RAG,input_ENCSR462RAG_rep1,1,https://encode-public.s3.amazonaws.com/2017/09/11/69f2c445-26fb-4307-ad90-a3c50e9a90a7/ENCFF013XNB.fastq.gz,SINGLE,NA,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain Lhr-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Lhr,ENCFF013XNB,NA,1,1_1,NA,NA
ENCSR464NKQ,input_ENCSR464NKQ_rep1,1,https://encode-public.s3.amazonaws.com/2022/06/03/0b8039d4-c3f8-4dd0-8ffa-f6754ce1c54b/ENCFF896YEG.fastq.gz,SINGLE,NA,embryonic 0-18 hours,FALSE,eGFP,embryo (0-18 hours) strain sisA-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster sisA,ENCFF896YEG,NA,1,1_1,NA,NA
ENCSR465AXK,input_ENCSR465AXK_rep1,1,https://encode-public.s3.amazonaws.com/2021/12/02/7dc44003-bbee-4c8a-bff5-b61370c03535/ENCFF569PBL.fastq.gz,SINGLE,NA,prepupa 1 day,FALSE,eGFP,prepupa (1 day) strain CG11294-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG11294,ENCFF569PBL,NA,1,1_1,NA,NA
ENCSR465AXK,input_ENCSR465AXK_rep2,1,https://encode-public.s3.amazonaws.com/2022/01/04/76950231-79c2-47f2-abf3-1c99d5a03e18/ENCFF285LXO.fastq.gz,SINGLE,NA,prepupa 1 day,FALSE,eGFP,prepupa (1 day) strain CG11294-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG11294,ENCFF285LXO,NA,2,2_1,NA,NA
ENCSR465QFF,input_ENCSR465QFF_rep1,1,https://encode-public.s3.amazonaws.com/2022/09/27/f81d676b-87f4-487d-9574-63d7512385cc/ENCFF388HJS.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain Doc3-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Doc3,ENCFF388HJS,NA,1,1_1,NA,NA
ENCSR465VBZ,input_ENCSR465VBZ_rep1,1,https://encode-public.s3.amazonaws.com/2019/06/17/d4e4a5bf-e104-4af9-a1f2-08ac6cd35338/ENCFF529LKA.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain grau VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster grau,ENCFF529LKA,NA,1,1_1,NA,NA
ENCSR467AKB,input_ENCSR467AKB_rep1,1,https://encode-public.s3.amazonaws.com/2018/05/29/5055242f-769f-4c74-b84c-3204490e66f0/ENCFF706PHJ.fastq.gz,SINGLE,NA,pupa 24 hours,FALSE,eGFP,mixed sex pupa (24 hours) strain gl attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster gl,ENCFF706PHJ,NA,1,1_1,NA,NA
ENCSR470NLR,input_ENCSR470NLR_rep1,1,https://encode-public.s3.amazonaws.com/2018/12/07/304aafba-e171-4619-a2ed-f4f377c4c2d1/ENCFF053FFY.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG7839 VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7839,ENCFF053FFY,NA,1,1_1,NA,NA
ENCSR470OED,input_ENCSR470OED_rep1,1,https://encode-public.s3.amazonaws.com/2018/05/29/a98fc9c0-986d-4787-a97f-a5698ee0950e/ENCFF051KIX.fastq.gz,SINGLE,NA,embryonic 0-12 hours,FALSE,eGFP,mixed sex embryo (0-12 hours) strain CG10431-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10431,ENCFF051KIX,NA,1,1_1,NA,NA
ENCSR470WSI,input_ENCSR470WSI_rep1,1,https://encode-public.s3.amazonaws.com/2018/02/01/ab180db9-1071-45e4-b029-c11097eae4f6/ENCFF675UAE.fastq.gz,SINGLE,NA,embryonic 4-24 hours,FALSE,eGFP,mixed sex embryo (4-24 hours) strain scrt-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster scrt,ENCFF675UAE,NA,1,1_1,NA,NA
ENCSR471YLT,input_ENCSR471YLT_rep1,1,https://encode-public.s3.amazonaws.com/2018/09/18/44f23d3e-bb51-4c54-92af-240cf3a262b3/ENCFF056ZKF.fastq.gz,SINGLE,NA,embryonic 0-10 hours,FALSE,eGFP,embryo (0-10 hours) strain Su(var)2-HP2 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Su(var)2-HP2,ENCFF056ZKF,NA,1,1_1,NA,NA
ENCSR472BOK,input_ENCSR472BOK_rep1,1,https://encode-public.s3.amazonaws.com/2018/09/18/765c3d14-4a0e-4543-8f5a-198682cbdb55/ENCFF751LBK.fastq.gz,SINGLE,NA,NA,FALSE,eGFP,female adult strain CG7101 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7101,ENCFF751LBK,NA,1,1_1,NA,NA
ENCSR473QXV,input_ENCSR473QXV_rep1,1,https://encode-public.s3.amazonaws.com/2018/02/01/a56cc8a1-4360-455a-b86e-d8e3168a746d/ENCFF630MIR.fastq.gz,SINGLE,NA,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) strain wek-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster wek,ENCFF630MIR,NA,1,1_1,NA,NA
ENCSR474FXV,input_ENCSR474FXV_rep1,1,https://encode-public.s3.amazonaws.com/2017/09/11/d0ad976c-b9ac-4b0d-84fb-9763974da058/ENCFF253GID.fastq.gz,SINGLE,NA,prepupa 24 hours,FALSE,eGFP,mixed sex prepupa (24 hours) strain ss-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ss,ENCFF253GID,NA,1,1_1,NA,NA
ENCSR477BDH,input_ENCSR477BDH_rep1,1,https://encode-public.s3.amazonaws.com/2021/12/02/0b135455-6c70-4d5b-9e83-3a331ebd4a69/ENCFF196UAS.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain CG11085-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG11085,ENCFF196UAS,NA,1,1_1,NA,NA
ENCSR477RDG,input_ENCSR477RDG_rep1,1,https://encode-public.s3.amazonaws.com/2019/06/17/d23c7b6f-c567-4c06-b0c1-7b2960b1600d/ENCFF741UAO.fastq.gz,SINGLE,NA,prepupa 24 hours,FALSE,eGFP,mixed sex prepupa (24 hours) strain Ets96B VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ets96B,ENCFF741UAO,NA,1,1_1,NA,NA
ENCSR478KQW,input_ENCSR478KQW_rep1,1,https://encode-public.s3.amazonaws.com/2018/02/01/b1c4a2b6-5cf6-4a01-93e5-02d845d9cc98/ENCFF279YSJ.fastq.gz,SINGLE,NA,embryonic 0-20 hours,FALSE,eGFP,mixed sex embryo (0-20 hours) strain CG17568-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17568,ENCFF279YSJ,NA,1,1_1,NA,NA
ENCSR479BNA,input_ENCSR479BNA_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/23/3c0bd570-4aae-4fc7-8afd-b05cf3886505/ENCFF089OUF.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain crc-MiMIC-GFP MI02300 genetically modified (insertion) using site-specific recombination targeting D. melanogaster crc,ENCFF089OUF,NA,1,1_1,NA,NA
ENCSR480EZU,input_ENCSR480EZU_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/23/474b8bd1-c9e1-4e22-ab9c-02cc3685c9d5/ENCFF366VHR.fastq.gz,SINGLE,NA,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain shn-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster shn,ENCFF366VHR,NA,1,1_1,NA,NA
ENCSR480YPK,input_ENCSR480YPK_rep1,1,https://encode-public.s3.amazonaws.com/2019/04/12/3a97a9a7-4401-483f-993a-dc344be2cc6a/ENCFF331FON.fastq.gz,SINGLE,NA,embryonic 0-12 hours,FALSE,eGFP,mixed sex embryo (0-12 hours) strain Stat92E-GFP stably expressing C-terminal eGFP-tagged Stat92E,ENCFF331FON,NA,1,1_1,NA,NA
ENCSR481GXM,input_ENCSR481GXM_rep1,1,https://encode-public.s3.amazonaws.com/2016/12/20/f25a42f2-a7c8-4fee-b6ba-66cbbe9a61f1/ENCFF301HIK.fastq.gz,SINGLE,NA,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) strain Usf-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Usf,ENCFF301HIK,NA,1,1_1,NA,NA
ENCSR482HOH,input_ENCSR482HOH_rep1,1,https://encode-public.s3.amazonaws.com/2021/12/15/72cacea2-e09d-4c11-ba0c-6122ca666bb7/ENCFF944EBP.fastq.gz,SINGLE,NA,embryonic 1 day,FALSE,eGFP,embryo (1 day) strain Drgx-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Drgx,ENCFF944EBP,NA,1,1_1,NA,NA
ENCSR488SGR,input_ENCSR488SGR_rep1,1,https://encode-public.s3.amazonaws.com/2018/09/18/de091bca-438c-4478-94e6-9fa434b3f7cb/ENCFF645EXP.fastq.gz,SINGLE,NA,embryonic 6-24 hours,FALSE,eGFP,embryo (6-24 hours) strain Fer3 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Fer3,ENCFF645EXP,NA,1,1_1,NA,NA
